condition,training_seed,episode_index,evaluation_seed,episode_length,episode_return,native_cost_total,gold_stl_cost_total,goal_events,goal_success,minimum_distance,trigger_count,recovery_count,late_recovery_count,deadline_violation_count,terminal_unresolved_count,on_time_recovery_latency_sum,deadline_violation_delay_sum,terminal_unresolved_delay_sum,positive_cost_step_count,completed_window_count,trace_robustness,online_oracle_agreement,rtamt_max_robustness_difference
task_only,4404,61,10061,1000,27.795651519080366,104.0,2,13,True,0.0025309324264526367,8,6,2,2,0,272,158,0,2,7,-0.023066270351409957,True,0.0
task_only,4404,62,10062,1000,25.458803225941665,52.0,1,12,True,0.0824705958366394,9,8,1,1,0,312,79,0,1,9,-0.0009655833244324175,True,0.0
task_only,4404,63,10063,1000,27.866304271683475,12.0,0,15,True,0.10913729667663574,6,6,0,0,0,242,0,0,0,6,0.13047875165939327,True,0.0
task_only,4404,64,10064,1000,22.313828484067926,31.0,1,11,True,0.08953428268432617,6,5,1,1,0,182,79,0,1,6,-0.013916540145874068,True,0.0
task_only,4404,65,10065,1000,20.350286358365338,66.0,1,10,True,0.022375524044036865,8,7,0,0,1,373,0,29,1,7,0.07802529335021968,True,0.0
task_only,4404,66,10066,1000,24.57448665627453,75.0,0,10,True,0.007550954818725586,8,8,0,0,0,381,0,0,0,7,0.026192677021026567,True,0.0
task_only,4404,67,10067,1000,24.08541422946655,42.0,1,11,True,0.052626192569732666,5,4,1,1,0,126,79,0,1,5,-0.026867496967315718,True,0.0
task_only,4404,68,10068,1000,26.139872563093377,73.0,2,12,True,0.06699281930923462,7,5,2,2,0,146,158,0,2,6,-0.11252992153167729,True,0.0
task_only,4404,69,10069,1000,25.17017165420839,77.0,3,11,True,0.024342477321624756,7,4,3,3,0,155,237,0,3,7,-0.10875462293624882,True,0.0
task_only,4404,70,10070,1000,24.99155244333383,79.0,2,12,True,0.04493057727813721,11,9,2,2,0,410,158,0,2,10,-0.06866686344146733,True,0.0
task_only,4404,71,10071,1000,27.124812148264027,20.0,2,13,True,0.14454352855682373,4,2,2,2,0,58,158,0,2,4,-0.06458740234375004,True,0.0
task_only,4404,72,10072,1000,24.224627616818907,114.0,2,11,True,0.06626111268997192,5,3,2,2,0,137,158,0,2,5,-0.1082707524299622,True,0.0
task_only,4404,73,10073,1000,23.556747323920717,28.0,1,10,True,0.006141006946563721,4,3,1,1,0,84,79,0,1,4,-0.03533970117568974,True,0.0
task_only,4404,74,10074,1000,26.09015460374576,76.0,3,10,True,0.013551592826843262,8,5,2,2,1,189,158,29,3,7,-0.0734848260879517,True,0.0
task_only,4404,75,10075,1000,21.870526257054735,37.0,1,11,True,0.027373552322387695,8,7,1,1,0,305,79,0,1,7,-0.017701315879821822,True,0.0
task_only,4404,76,10076,1000,25.34866878640969,67.0,2,12,True,0.014675617218017578,8,6,1,2,0,284,158,0,2,8,-0.04898481369018559,True,0.0
task_only,4404,77,10077,1000,25.898552328711048,32.0,2,13,True,0.03818732500076294,12,10,1,1,1,370,79,14,2,10,-0.010874021053314253,True,0.0
task_only,4404,78,10078,1000,26.98290019963315,9.0,0,13,True,0.1637755036354065,7,7,0,0,0,290,0,0,0,7,0.025284123420715288,True,0.0
task_only,4404,79,10079,1000,28.370484398335975,34.0,0,15,True,0.009554564952850342,6,6,0,0,0,250,0,0,0,6,0.0016345500946044478,True,0.0
task_only,4404,80,10080,1000,26.237198709259246,55.0,2,12,True,0.018285155296325684,7,5,1,1,1,180,79,12,2,6,-0.07768427133560185,True,0.0
task_only,4404,81,10081,1000,25.549203790425963,24.0,1,12,True,0.05079817771911621,5,4,1,1,0,168,79,0,1,4,-0.06599556207656865,True,0.0
task_only,4404,82,10082,1000,23.593803788913647,15.0,0,13,True,0.10106080770492554,2,2,0,0,0,91,0,0,0,2,0.1272130727767944,True,0.0
task_only,4404,83,10083,1000,25.730579053187284,43.0,1,12,True,0.10782694816589355,10,9,0,0,1,380,0,28,1,9,0.10617275238037105,True,0.0
task_only,4404,84,10084,1000,23.134253362171876,38.0,2,10,True,0.0059525370597839355,10,8,2,2,0,350,158,0,2,10,-0.0805138230323792,True,0.0
task_only,4404,85,10085,1000,25.01078959655206,42.0,1,11,True,0.017022371292114258,10,9,1,1,0,398,79,0,1,10,-0.07922296524047856,True,0.0
task_only,4404,86,10086,1000,25.18489824903861,25.0,2,12,True,0.07795822620391846,3,1,1,1,1,29,79,64,2,2,-0.016555476188659712,True,0.0
task_only,4404,87,10087,1000,25.51015355515665,31.0,1,13,True,0.05332303047180176,5,4,1,1,0,155,79,0,1,5,-0.01617996692657475,True,0.0
task_only,4404,88,10088,1000,23.73443025315555,70.0,3,10,True,0.022280216217041016,7,4,2,2,1,127,158,1,3,6,-0.06681524515151982,True,0.0
task_only,4404,89,10089,1000,24.710965510792448,61.0,2,11,True,0.039115190505981445,11,9,1,1,1,358,79,9,2,10,-0.006863760948181197,True,0.0
task_only,4404,90,10090,1000,23.89841744840669,15.0,3,11,True,0.14285874366760254,6,3,2,2,1,98,158,21,3,5,-0.06811218261718754,True,0.0
task_only,4404,91,10091,1000,25.199262326968437,0.0,1,13,True,0.2379339337348938,3,2,0,0,1,74,0,12,1,2,0.11799324750900264,True,0.0
task_only,4404,92,10092,1000,25.729943548831216,78.0,4,11,True,0.04653507471084595,4,0,3,3,1,0,237,8,4,3,-0.10191838741302495,True,0.0
task_only,4404,93,10093,1000,26.732058497821527,80.0,1,13,True,0.013126552104949951,6,5,1,1,0,244,79,0,1,6,-0.06649320125579838,True,0.0
task_only,4404,94,10094,1000,27.28487765652244,17.0,2,15,True,0.05976623296737671,6,4,1,1,1,175,79,15,2,5,-0.06716464757919316,True,0.0
task_only,4404,95,10095,1000,20.743432558382665,79.0,3,9,True,0.009091615676879883,6,3,3,3,0,164,237,0,3,6,-0.10547392368316655,True,0.0
task_only,4404,96,10096,1000,24.96131044721551,73.0,1,12,True,0.014644145965576172,9,8,1,1,0,314,79,0,1,8,-0.08723329305648808,True,0.0
task_only,4404,97,10097,1000,22.336443424113895,52.0,1,12,True,0.038465917110443115,8,7,1,1,0,326,79,0,1,8,-0.10482321977615361,True,0.0
task_only,4404,98,10098,1000,27.10755430976701,46.0,1,12,True,0.04746061563491821,9,8,0,0,1,321,0,9,1,8,0.005941998958587602,True,0.0
task_only,4404,99,10099,1000,24.77315737707977,71.0,1,11,True,0.010675549507141113,11,10,1,1,0,403,79,0,1,11,-0.04400037527084355,True,0.0
task_only,5505,0,10000,1000,26.65966986702051,69.0,0,12,True,0.08062684535980225,10,10,0,0,0,386,0,0,0,10,0.03300906419754024,True,0.0
task_only,5505,1,10001,1000,25.915595596148705,90.0,2,13,True,0.00478363037109375,6,4,2,2,0,192,158,0,2,6,-0.10688726902008061,True,0.0
task_only,5505,2,10002,1000,26.0495573474509,33.0,3,13,True,0.02706277370452881,5,2,3,3,0,47,237,0,3,5,-0.07711170911788945,True,0.0
task_only,5505,3,10003,1000,25.73989970681214,70.0,2,11,True,0.043968915939331055,6,4,2,2,0,142,158,0,2,6,-0.0300307154655457,True,0.0
task_only,5505,4,10004,1000,24.68698535128351,62.0,0,10,True,0.026413321495056152,10,10,0,0,0,420,0,0,0,9,0.006791543960571245,True,0.0
task_only,5505,5,10005,1000,26.666794840366492,47.0,1,13,True,0.036897361278533936,10,9,1,1,0,311,79,0,1,10,-0.049229431152343794,True,0.0
task_only,5505,6,10006,1000,25.131112986702647,32.0,1,13,True,0.1402485966682434,7,6,0,0,1,220,0,58,1,6,0.0751893043518066,True,0.0
task_only,5505,7,10007,1000,26.064133764906728,96.0,2,13,True,0.04155850410461426,10,8,1,2,0,253,158,0,2,10,-0.1016625046730042,True,0.0
task_only,5505,8,10008,1000,27.18217943861964,72.0,1,12,True,0.044655025005340576,8,7,1,1,0,294,79,0,1,7,-0.02411894798278813,True,0.0
task_only,5505,9,10009,1000,28.659237069935443,62.0,0,13,True,0.07307320833206177,6,6,0,0,0,357,0,0,0,5,0.01934249401092525,True,0.0
task_only,5505,10,10010,1000,25.262848635509727,112.0,2,11,True,0.02933710813522339,8,6,2,2,0,274,158,0,2,7,-0.12714438438415532,True,0.0
task_only,5505,11,10011,1000,26.08776551664596,0.0,0,14,True,0.25530052185058594,5,5,0,0,0,183,0,0,0,5,0.0542094230651855,True,0.0
task_only,5505,12,10012,1000,25.507162342641095,45.0,0,13,True,0.02671229839324951,5,5,0,0,0,190,0,0,0,5,0.08337969779968257,True,0.0
task_only,5505,13,10013,1000,25.9390963005535,24.0,2,12,True,0.06811541318893433,8,6,1,1,1,191,79,0,2,6,-0.06892060041427617,True,0.0
task_only,5505,14,10014,1000,26.36050621294271,128.0,3,12,True,0.005996525287628174,8,5,2,2,1,214,158,51,3,7,-0.07213853597640996,True,0.0
task_only,5505,15,10015,1000,26.0271539599853,13.0,0,13,True,0.12617558240890503,2,2,0,0,0,62,0,0,0,1,0.42483652830123897,True,0.0
task_only,5505,16,10016,1000,24.392370702417793,67.0,1,10,True,0.05191844701766968,10,9,0,0,1,328,0,64,1,9,0.07823575735092159,True,0.0
task_only,5505,17,10017,1000,28.697071939957823,65.0,1,12,True,0.09747165441513062,10,9,1,1,0,300,79,0,1,9,-0.05039136409759526,True,0.0
task_only,5505,18,10018,1000,25.233335347135835,52.0,1,12,True,0.07041192054748535,7,6,1,1,0,276,79,0,1,6,-0.08082996606826787,True,0.0
task_only,5505,19,10019,1000,25.947131699753527,44.0,4,13,True,0.014777004718780518,8,4,3,3,1,172,237,20,4,7,-0.07052009105682377,True,0.0
task_only,5505,20,10020,1000,25.121313311276026,34.0,0,13,True,0.039413273334503174,6,6,0,0,0,237,0,0,0,6,0.014400613307952836,True,0.0
task_only,5505,21,10021,1000,-1.0717877634342585,17.0,0,1,True,0.1596052050590515,2,2,0,0,0,89,0,0,0,2,0.036885213851928667,True,0.0
task_only,5505,22,10022,1000,27.521644618533173,42.0,3,12,True,0.02702432870864868,9,6,2,2,1,195,158,63,3,8,-0.04260562658309941,True,0.0
task_only,5505,23,10023,1000,27.197428024035617,0.0,1,14,True,0.34439563751220703,4,3,1,1,0,68,79,0,1,4,-0.023731100559234664,True,0.0
task_only,5505,24,10024,1000,27.36001682835922,32.0,1,14,True,0.06241410970687866,2,1,1,1,0,54,79,0,1,2,-0.034726190567016646,True,0.0
task_only,5505,25,10025,1000,26.49774394781707,29.0,2,12,True,0.09679001569747925,9,7,2,2,0,263,158,0,2,9,-0.09891699552536015,True,0.0
task_only,5505,26,10026,1000,25.137957253824425,72.0,5,11,True,0.05201965570449829,11,6,4,4,1,219,316,36,5,10,-0.10987864732742314,True,0.0
task_only,5505,27,10027,1000,26.293933517925325,99.0,4,12,True,0.01218348741531372,7,3,3,3,1,158,237,54,4,6,-0.1048949241638184,True,0.0
task_only,5505,28,10028,1000,27.72894344657834,57.0,3,13,True,0.005649089813232422,6,3,3,3,0,174,237,0,3,6,-0.06588737964630131,True,0.0
task_only,5505,29,10029,1000,26.890572366904053,27.0,0,13,True,0.08295661211013794,6,6,0,0,0,227,0,0,0,6,0.043888640403747514,True,0.0
task_only,5505,30,10030,1000,21.579213537334,12.0,1,9,True,0.17722785472869873,6,5,0,1,0,191,79,0,1,6,-0.10284768342971806,True,0.0
task_only,5505,31,10031,1000,26.435526085650054,47.0,3,12,True,0.10851234197616577,8,5,2,2,1,216,158,23,3,7,-0.10256819725036626,True,0.0
task_only,5505,32,10032,1000,25.989268840996374,75.0,2,13,True,0.013595938682556152,12,10,1,1,1,362,79,48,2,11,-0.025425720214843794,True,0.0
task_only,5505,33,10033,1000,26.952494369321357,12.0,0,14,True,0.13189083337783813,5,5,0,0,0,198,0,0,0,5,0.01699573993682857,True,0.0
task_only,5505,34,10034,1000,26.434865164668736,19.0,1,13,True,0.06764620542526245,7,6,1,1,0,224,79,0,1,7,-0.03955738544464116,True,0.0
task_only,5505,35,10035,1000,25.188981335080825,25.0,2,11,True,0.12128394842147827,6,4,2,2,0,160,158,0,2,5,-0.02645443677902226,True,0.0
task_only,5505,36,10036,1000,27.003507390756567,54.0,1,13,True,0.005640864372253418,8,7,1,1,0,223,79,0,1,7,-0.02260224819183354,True,0.0
task_only,5505,37,10037,1000,27.901609846035626,45.0,2,15,True,0.0212252140045166,6,4,1,2,0,141,158,0,2,6,-0.11714332103729252,True,0.0
task_only,5505,38,10038,1000,28.630104017780468,50.0,0,14,True,0.010150372982025146,7,7,0,0,0,281,0,0,0,6,0.008637082576751665,True,0.0
task_only,5505,39,10039,1000,24.605180974862378,82.0,0,11,True,0.030489027500152588,7,7,0,0,0,324,0,0,0,7,0.0164473176002502,True,0.0
task_only,5505,40,10040,1000,26.008691492947037,102.0,3,12,True,0.029207825660705566,8,5,2,2,1,206,158,39,3,7,-0.10779474973678593,True,0.0
task_only,5505,41,10041,1000,24.96570324030654,78.0,2,10,True,0.007206737995147705,10,8,1,2,0,281,158,0,2,10,-0.11440210342407231,True,0.0
task_only,5505,42,10042,1000,27.346775899388376,0.0,0,16,True,0.3603311777114868,1,1,0,0,0,31,0,0,0,1,0.5674695491790771,True,0.0
task_only,5505,43,10043,1000,26.270225120875693,32.0,2,13,True,0.03211498260498047,5,3,1,2,0,140,158,0,2,5,-0.10195879936218266,True,0.0
task_only,5505,44,10044,1000,25.628965415198763,103.0,2,11,True,0.039625704288482666,8,6,2,2,0,262,158,0,2,7,-0.0536396980285645,True,0.0
task_only,5505,45,10045,1000,26.1145344675424,76.0,1,11,True,0.020004093647003174,11,10,0,0,1,456,0,39,1,10,0.0059986829757689986,True,0.0
task_only,5505,46,10046,1000,25.78041744582879,50.0,1,10,True,0.048296570777893066,7,6,1,1,0,249,79,0,1,7,-0.11469893455505376,True,0.0
task_only,5505,47,10047,1000,26.931702639036303,42.0,1,13,True,0.0348132848739624,5,4,1,1,0,161,79,0,1,5,-0.08087538480758671,True,0.0
task_only,5505,48,10048,1000,25.475782187411824,102.0,3,14,True,0.024615168571472168,7,4,3,3,0,219,237,0,3,6,-0.10519944429397587,True,0.0
task_only,5505,49,10049,1000,26.640934873163133,64.0,1,12,True,0.025399446487426758,8,7,0,0,1,266,0,63,1,7,0.06132264137268062,True,0.0
task_only,5505,50,10050,1000,25.252817709508236,99.0,2,12,True,0.00762176513671875,8,6,1,1,1,287,79,63,2,7,-0.0029454112052917925,True,0.0
task_only,5505,51,10051,1000,28.245811134891483,0.0,0,14,True,0.39059704542160034,1,1,0,0,0,35,0,0,0,1,0.9160544395446777,True,0.0
task_only,5505,52,10052,1000,27.498007284382766,63.0,1,14,True,0.038583219051361084,9,8,1,1,0,305,79,0,1,9,-0.10342239141464238,True,0.0
task_only,5505,53,10053,1000,27.620529934054503,12.0,1,14,True,0.11014902591705322,4,3,1,1,0,118,79,0,1,4,-0.018612909317016646,True,0.0
task_only,5505,54,10054,1000,27.347725494169026,111.0,3,12,True,0.027701854705810547,8,5,2,2,1,218,158,52,3,7,-0.1080186247825623,True,0.0
task_only,5505,55,10055,1000,26.355779880737828,26.0,0,11,True,0.07414644956588745,9,9,0,0,0,336,0,0,0,9,0.011167836189269975,True,0.0
task_only,5505,56,10056,1000,26.41985343300098,37.0,0,12,True,0.015973269939422607,5,5,0,0,0,224,0,0,0,5,0.134239387512207,True,0.0
task_only,5505,57,10057,1000,25.897602726852256,43.0,2,14,True,0.06060522794723511,7,5,1,1,1,265,79,27,2,6,-0.10054241418838505,True,0.0
task_only,5505,58,10058,1000,25.748637077907915,30.0,1,13,True,0.04997187852859497,7,6,1,1,0,229,79,0,1,7,-0.1021066784858704,True,0.0
task_only,5505,59,10059,1000,24.7100091704815,53.0,5,11,True,0.008923709392547607,5,0,4,4,1,0,316,22,5,4,-0.07691447734832768,True,0.0
task_only,5505,60,10060,1000,25.235784818473803,40.0,1,12,True,0.10760700702667236,6,5,1,1,0,226,79,0,1,5,-0.11340163946151738,True,0.0
task_only,5505,61,10061,1000,26.18037533955794,70.0,2,11,True,0.013932287693023682,9,7,1,1,1,235,79,33,2,8,-0.004278826713562056,True,0.0
task_only,5505,62,10062,1000,29.262264101694882,34.0,2,15,True,0.1458292007446289,5,3,2,2,0,83,158,0,2,5,-0.09993641376495366,True,0.0
task_only,5505,63,10063,1000,26.078455094284436,32.0,1,15,True,0.11088287830352783,4,3,1,1,0,103,79,0,1,4,-0.047193455696106,True,0.0
task_only,5505,64,10064,1000,27.591538036678685,54.0,3,11,True,0.008017122745513916,6,3,2,2,1,99,158,11,3,5,-0.11749308109283452,True,0.0
task_only,5505,65,10065,1000,20.331243806253042,6.0,0,9,True,0.1881675124168396,5,5,0,0,0,206,0,0,0,5,0.10560287237167354,True,0.0
task_only,5505,66,10066,1000,25.879924672539346,90.0,2,10,True,4.8995018005371094e-05,8,6,1,1,1,251,79,51,2,7,-0.07931147813797002,True,0.0
task_only,5505,67,10067,1000,26.082252508615056,71.0,2,11,True,0.042626917362213135,5,3,2,2,0,143,158,0,2,5,-0.074892270565033,True,0.0
task_only,5505,68,10068,1000,26.733592261976355,68.0,1,12,True,0.04592084884643555,5,4,1,1,0,153,79,0,1,5,-0.09187422990798955,True,0.0
task_only,5505,69,10069,1000,4.687590845769591,0.0,0,4,True,0.30488312244415283,1,1,0,0,0,32,0,0,0,1,0.5268042802810669,True,0.0
task_only,5505,70,10070,1000,26.092027531969507,55.0,3,12,True,0.0794445276260376,9,6,3,3,0,219,237,0,3,9,-0.09009592533111577,True,0.0
task_only,5505,71,10071,1000,27.082754788554666,50.0,1,14,True,0.020523011684417725,6,5,1,1,0,170,79,0,1,6,-0.10029278993606572,True,0.0
task_only,5505,72,10072,1000,25.701682232342137,77.0,3,12,True,0.009218394756317139,9,6,3,3,0,202,237,0,3,8,-0.0988565564155579,True,0.0
task_only,5505,73,10073,1000,25.837968565698247,0.0,0,13,True,0.4823468327522278,0,0,0,0,0,0,0,0,0,0,,True,0.0
task_only,5505,74,10074,1000,16.826082031325313,73.0,2,11,True,0.01576244831085205,4,2,2,2,0,75,158,0,2,4,-0.11996768712997441,True,0.0
task_only,5505,75,10075,1000,24.422668814382632,76.0,2,11,True,0.052705585956573486,8,6,2,2,0,278,158,0,2,8,-0.019297587871551558,True,0.0
task_only,5505,76,10076,1000,26.726611908150517,107.0,3,11,True,0.016080379486083984,9,6,2,2,1,234,158,25,3,8,-0.09007679224014287,True,0.0
task_only,5505,77,10077,1000,25.654890845153204,84.0,2,12,True,0.04450196027755737,10,8,2,2,0,305,158,0,2,10,-0.02545808553695683,True,0.0
task_only,5505,78,10078,1000,26.855779397068545,17.0,2,13,True,0.14446789026260376,7,5,1,1,1,229,79,6,2,6,-0.011153864860534712,True,0.0
task_only,5505,79,10079,1000,27.40263464974487,29.0,1,14,True,0.10334765911102295,5,4,1,1,0,166,79,0,1,5,-0.0597478032112122,True,0.0
task_only,5505,80,10080,1000,28.395965549927496,28.0,1,14,True,0.027579009532928467,6,5,1,1,0,177,79,0,1,6,-0.059166121482849166,True,0.0
task_only,5505,81,10081,1000,28.223409430993343,18.0,1,14,True,0.006329834461212158,1,0,1,1,0,0,79,0,1,1,-0.02915434837341313,True,0.0
task_only,5505,82,10082,1000,27.589898891252233,74.0,1,13,True,0.00901097059249878,10,9,0,0,1,413,0,6,1,9,0.004382741451263383,True,0.0
task_only,5505,83,10083,1000,25.088211287040394,38.0,4,12,True,0.11095798015594482,7,3,4,4,0,112,316,0,4,7,-0.02726732492446904,True,0.0
task_only,5505,84,10084,1000,27.349871686907136,50.0,2,12,True,0.014011681079864502,7,5,2,2,0,213,158,0,2,7,-0.08989994525909428,True,0.0
task_only,5505,85,10085,1000,25.179951666473244,29.0,0,11,True,0.03583413362503052,8,8,0,0,0,270,0,0,0,7,0.07628257274627681,True,0.0
task_only,5505,86,10086,1000,22.08954311310663,21.0,1,11,True,0.03626704216003418,2,1,1,1,0,54,79,0,1,2,-0.08989976644515996,True,0.0
task_only,5505,87,10087,1000,28.16812085769743,36.0,3,14,True,0.015891194343566895,5,2,2,2,1,55,158,3,3,3,-0.10671685934066777,True,0.0
task_only,5505,88,10088,1000,26.915271601876157,69.0,1,11,True,0.01549994945526123,8,7,0,0,1,345,0,22,1,7,0.020315062999725297,True,0.0
task_only,5505,89,10089,1000,25.482190432765492,66.0,0,11,True,0.016964256763458252,9,9,0,0,0,358,0,0,0,9,0.018952143192291215,True,0.0
task_only,5505,90,10090,1000,24.79927674580449,20.0,4,11,True,0.08331102132797241,7,3,3,3,1,107,237,12,4,6,-0.023007977008819624,True,0.0
task_only,5505,91,10091,1000,26.321167091829068,0.0,1,14,True,0.23477089405059814,6,5,1,1,0,116,79,0,1,6,-0.019996392726898238,True,0.0
task_only,5505,92,10092,1000,27.064817961298104,74.0,2,13,True,0.0759013295173645,8,6,1,1,1,271,79,27,2,7,-0.08156632184982304,True,0.0
task_only,5505,93,10093,1000,26.82314937704723,136.0,2,12,True,0.0313800573348999,9,7,2,2,0,355,158,0,2,8,-0.056204247474670455,True,0.0
task_only,5505,94,10094,1000,28.306913751483535,20.0,1,16,True,0.02079552412033081,3,2,1,1,0,62,79,0,1,3,-0.10811876058578496,True,0.0
task_only,5505,95,10095,1000,27.954445884242887,56.0,0,13,True,0.04822683334350586,6,6,0,0,0,301,0,0,0,6,0.013844859600067094,True,0.0
task_only,5505,96,10096,1000,25.50021779335293,85.0,2,12,True,0.007854759693145752,9,7,1,1,1,244,79,4,2,8,-0.0675898671150208,True,0.0
task_only,5505,97,10097,1000,25.28226277237991,23.0,0,11,True,0.1041364073753357,3,3,0,0,0,123,0,0,0,3,0.11850626468658443,True,0.0
task_only,5505,98,10098,1000,25.1741687816575,37.0,1,10,True,0.08315062522888184,7,6,1,1,0,213,79,0,1,7,-0.02955560684204106,True,0.0
task_only,5505,99,10099,1000,25.725091530995996,48.0,2,12,True,0.0499761700630188,9,7,1,1,1,314,79,29,2,8,-0.0016541957855225053,True,0.0
native_cost,1101,0,10000,1000,5.938469605724094,38.0,2,3,True,0.09157776832580566,3,1,1,2,0,72,158,0,2,3,-0.10897402763366704,True,0.0
native_cost,1101,1,10001,1000,7.946716994993835,19.0,1,4,True,0.00998300313949585,2,1,1,1,0,28,79,0,1,2,-0.05512832403182988,True,0.0
native_cost,1101,2,10002,1000,15.698961153888376,14.0,1,7,True,0.06695187091827393,1,0,1,1,0,0,79,0,1,1,-0.08355634212493901,True,0.0
native_cost,1101,3,10003,1000,11.095396961949518,40.0,1,5,True,0.05453288555145264,3,2,1,1,0,106,79,0,1,3,-0.11766438484191899,True,0.0
native_cost,1101,4,10004,1000,9.187550089277238,20.0,0,3,True,0.05623018741607666,4,4,0,0,0,172,0,0,0,4,0.06285865306854244,True,0.0
native_cost,1101,5,10005,1000,7.878365777944527,19.0,1,4,True,0.029007375240325928,1,0,1,1,0,0,79,0,1,1,-0.023022818565368697,True,0.0
native_cost,1101,6,10006,1000,9.177560942440323,33.0,1,6,True,0.07451105117797852,2,1,1,1,0,41,79,0,1,2,-0.09704785346984868,True,0.0
native_cost,1101,7,10007,1000,16.370960260868742,27.0,1,7,True,0.02692723274230957,4,3,1,1,0,134,79,0,1,4,-0.08488063812255864,True,0.0
native_cost,1101,8,10008,1000,10.082466430017575,100.0,2,5,True,0.08387160301208496,4,2,1,2,0,79,158,0,2,4,-0.10353575944900517,True,0.0
native_cost,1101,9,10009,1000,12.993087617542187,33.0,0,6,True,0.016940653324127197,5,5,0,0,0,245,0,0,0,5,0.23569805622100826,True,0.0
native_cost,1101,10,10010,1000,17.75189531407159,34.0,0,8,True,0.020664989948272705,3,3,0,0,0,154,0,0,0,3,0.044567239284515336,True,0.0
native_cost,1101,11,10011,1000,14.777417782266866,25.0,2,7,True,0.0907929539680481,8,6,1,2,0,263,158,0,2,8,-0.10866271257400517,True,0.0
native_cost,1101,12,10012,1000,16.95060823147287,0.0,0,8,True,0.2572934031486511,4,4,0,0,0,154,0,0,0,4,0.10204071998596187,True,0.0
native_cost,1101,13,10013,1000,3.476923107162179,0.0,2,2,True,0.20516502857208252,2,0,1,2,0,0,158,0,2,2,-0.10327326059341435,True,0.0
native_cost,1101,14,10014,1000,16.995351163244777,97.0,2,7,True,0.051867663860321045,4,2,2,2,0,103,158,0,2,4,-0.10111980438232426,True,0.0
native_cost,1101,15,10015,1000,2.594237103079024,0.0,0,1,True,0.25906437635421753,1,1,0,0,0,40,0,0,0,1,0.5306338787078857,True,0.0
native_cost,1101,16,10016,1000,10.839393664748627,26.0,0,5,True,0.154374897480011,4,4,0,0,0,214,0,0,0,4,0.07751013040542598,True,0.0
native_cost,1101,17,10017,1000,18.256167556955006,22.0,2,8,True,0.15723252296447754,6,4,1,1,1,181,79,6,2,5,-0.00552301406860356,True,0.0
native_cost,1101,18,10018,1000,9.39989198222429,171.0,3,4,True,0.0006092190742492676,4,1,2,2,1,24,158,11,3,3,-0.11067079305648808,True,0.0
native_cost,1101,19,10019,1000,9.382216318080395,31.0,2,5,True,0.13275200128555298,3,1,2,2,0,44,158,0,2,3,-0.10292260646820073,True,0.0
native_cost,1101,20,10020,1000,19.52670109511928,20.0,2,11,True,0.014806509017944336,5,3,2,2,0,157,158,0,2,5,-0.0835125327110291,True,0.0
native_cost,1101,21,10021,1000,9.17193173913256,427.0,1,4,True,0.008483290672302246,6,5,0,1,0,246,79,0,1,6,-0.10423474311828618,True,0.0
native_cost,1101,22,10022,1000,-1.2853203057582618,0.0,0,0,False,0.39064890146255493,1,1,0,0,0,34,0,0,0,1,0.36280812025070186,True,0.0
native_cost,1101,23,10023,1000,17.263465699882772,23.0,3,9,True,0.13091737031936646,4,1,2,2,1,39,158,35,3,3,-0.059304881095886275,True,0.0
native_cost,1101,24,10024,1000,13.838308195933791,44.0,1,6,True,0.012363553047180176,2,1,1,1,0,70,79,0,1,2,-0.1025630116462708,True,0.0
native_cost,1101,25,10025,1000,19.50411495729213,46.0,1,9,True,0.11617469787597656,8,7,0,0,1,250,0,36,1,7,0.05984849929809566,True,0.0
native_cost,1101,26,10026,1000,1.591755554862175,0.0,0,1,True,0.290072500705719,1,1,0,0,0,63,0,0,0,1,0.02876402139663692,True,0.0
native_cost,1101,27,10027,1000,14.487162473664199,69.0,3,8,True,0.0862385630607605,5,2,3,3,0,80,237,0,3,5,-0.10266726016998295,True,0.0
native_cost,1101,28,10028,1000,13.652082611949027,35.0,3,6,True,0.0734710693359375,7,4,2,2,1,179,158,36,3,6,-0.028243649005889937,True,0.0
native_cost,1101,29,10029,1000,14.5149875162424,0.0,2,7,True,0.23216092586517334,5,3,1,1,1,141,79,58,2,4,-0.10277061462402348,True,0.0
native_cost,1101,30,10030,1000,17.400816346969805,62.0,0,9,True,0.05570894479751587,3,3,0,0,0,204,0,0,0,3,0.004193019866943315,True,0.0
native_cost,1101,31,10031,1000,1.0753094871536177,30.0,1,1,True,0.08918988704681396,1,0,1,1,0,0,79,0,1,1,-0.10509501695632939,True,0.0
native_cost,1101,32,10032,1000,18.107602445728844,40.0,3,9,True,0.09118545055389404,7,4,2,2,1,164,158,39,3,6,-0.0727093100547791,True,0.0
native_cost,1101,33,10033,1000,4.521151499411644,94.0,4,2,True,0.01066213846206665,5,1,4,4,0,72,316,0,4,5,-0.105962085723877,True,0.0
native_cost,1101,34,10034,1000,17.294109319689596,53.0,0,9,True,0.13454550504684448,6,6,0,0,0,267,0,0,0,6,0.0492156863212585,True,0.0
native_cost,1101,35,10035,1000,13.559275731220168,64.0,3,5,True,0.016804754734039307,4,1,3,3,0,76,237,0,3,4,-0.10387175083160405,True,0.0
native_cost,1101,36,10036,1000,8.215862747161282,58.0,1,4,True,0.03601884841918945,3,2,1,1,0,110,79,0,1,3,-0.12434719800949101,True,0.0
native_cost,1101,37,10037,1000,19.648054132638208,83.0,1,9,True,0.042255520820617676,4,3,1,1,0,170,79,0,1,3,-0.04252516031265263,True,0.0
